tBodyAcc-std()-Y,tBodyAcc-mad()-Y,tBodyAcc-max()-Y,tBodyAcc-iqr()-Y,tGravityAcc-mean()-Z,tGravityAcc-max()-Z,tGravityAcc-min()-Z,fBodyAcc-mean()-Y,fBodyAcc-std()-Y,fBodyAcc-mad()-Y,fBodyAcc-max()-Y,fBodyAcc-bandsEnergy()-17;32,fBodyAccMag-mad(),fBodyAccMag-iqr(),angle(Z;gravityMean)
-0.15516478,-0.2522638,0.095024177,-0.41748682,-0.2596535,-0.27316132,-0.23204461,-0.25396916,-0.11916832,-0.16301239,-0.19156505,-0.61996003,-0.22818088,-0.61166574,0.26207063
-0.74430556,-0.76487194,-0.53159692,-0.81621347,-0.20585047,-0.05132774,-0.45526778,-0.76630535,-0.7358813,-0.79187738,-0.72551454,-0.96462354,-0.30817532,-0.75202776,0.22651387
-0.92407205,-0.92618144,-0.89444259,-0.92560129,-0.050699336,-0.05132774,-0.12775602,-0.92669722,-0.92284189,-0.93346706,-0.92049684,-0.99674083,-0.59999861,-0.91338781,0.11835988
-0.96702147,-0.96895749,-0.89444259,-0.97302326,-0.055413663,-0.051967912,-0.052930157,-0.96159741,-0.96935291,-0.96810262,-0.96943385,-0.99938621,-0.87312205,-0.98995851,0.12175811
-0.97380017,-0.97530767,-0.90863741,-0.97779987,-0.073188998,-0.084042938,-0.053444081,-0.97220313,-0.9743233,-0.97292034,-0.97455057,-0.99955151,-0.88355893,-0.98957887,0.13388241
-0.98509345,-0.98614401,-0.92689377,-0.98785824,-0.066233372,-0.081361253,-0.053444081,-0.98003502,-0.98763764,-0.9827304,-0.99240665,-0.99988694,-0.91240532,-0.9927596,0.1290933
-0.98997666,-0.99137769,-0.92689377,-0.99310842,-0.060448239,-0.081361253,-0.04046932,-0.98578423,-0.99222158,-0.9887233,-0.9950969,-0.99995511,-0.9394636,-0.99619311,0.12516901
-0.9896342,-0.99104681,-0.92848407,-0.99246021,-0.066456648,-0.084637779,-0.04296972,-0.98586235,-0.99156996,-0.98810355,-0.99507885,-0.99995903,-0.9685305,-0.99904572,0.12925371
-0.98626526,-0.98879579,-0.92322205,-0.99135716,-0.073286697,-0.094005515,-0.053409544,-0.98208162,-0.9883082,-0.98477484,-0.99291308,-0.999953,-0.97371447,-0.99923378,0.13389226
-0.98447618,-0.9863331,-0.92322205,-0.98799611,-0.078120437,-0.096558678,-0.053409544,-0.97950198,-0.98693805,-0.98143652,-0.99189963,-0.9999467,-0.98057773,-0.9992974,0.13718519
-0.98103338,-0.983048,-0.92154725,-0.98661796,-0.079618526,-0.10256324,-0.055106301,-0.97521138,-0.98388448,-0.97811534,-0.9916127,-0.99989992,-0.96496731,-0.99836637,0.13821876
-0.98045223,-0.98285827,-0.92154725,-0.98692693,-0.078819348,-0.094400395,-0.05514328,-0.97261831,-0.98459045,-0.97776887,-0.99170724,-0.99986078,-0.96075291,-0.99824911,0.13767918
-0.98011204,-0.9822583,-0.9132315,-0.98642026,-0.073096451,-0.092702159,-0.05514328,-0.97639263,-0.98173137,-0.97632846,-0.98491929,-0.99989809,-0.97052208,-0.99855261,0.1337755
-0.98391582,-0.98685221,-0.9132315,-0.98951321,-0.068005728,-0.089660233,-0.043459987,-0.98047386,-0.98545485,-0.98090637,-0.99060533,-0.99995132,-0.97519844,-0.99913034,0.13032409
-0.99081627,-0.99162721,-0.9332418,-0.99177735,-0.067529722,-0.089660233,-0.044864831,-0.98903979,-0.99157649,-0.98984426,-0.9920604,-0.99992985,-0.9695479,-0.99913376,0.13001224
-0.99210546,-0.99262068,-0.9332418,-0.9925069,-0.071789669,-0.089723445,-0.049574731,-0.99160823,-0.99220619,-0.99089781,-0.99321171,-0.99993856,-0.96487165,-0.9990749,0.13290053
-0.97176439,-0.987345,-0.84140608,-0.99471846,-0.076732025,-0.098399177,-0.052756406,-0.95483013,-0.9822695,-0.9728538,-0.99051326,-0.99963442,-0.81138702,-0.97788913,0.1362436
-0.89423171,-0.89510323,-0.78443416,-0.89417312,-0.16721457,-0.042408884,-0.3329121,-0.90270393,-0.89081195,-0.90882751,-0.8859675,-0.99376405,-0.33129992,-0.78427801,0.20006878
-0.9850869,-0.98674196,-0.92260006,-0.98779185,-0.053433793,-0.042408884,-0.10575583,-0.98745667,-0.98395575,-0.98838622,-0.98146581,-0.99981518,-0.89960499,-0.99376036,0.12031805
-0.99273468,-0.99334381,-0.93738712,-0.99317639,-0.071386796,-0.052386386,-0.057275412,-0.99003022,-0.9941306,-0.99211065,-0.99686118,-0.99995789,-0.92731993,-0.99688909,0.13260679
-0.99191293,-0.99243556,-0.9346677,-0.99223386,-0.083798087,-0.10206002,-0.067895263,-0.98952397,-0.99306666,-0.99180788,-0.99436744,-0.99996261,-0.9309074,-0.99573911,0.14108765
-0.9918046,-0.99285893,-0.9346677,-0.99463572,-0.081069885,-0.075725287,-0.067895263,-0.98881027,-0.99334327,-0.99064345,-0.99657982,-0.99995145,-0.89676736,-0.99288828,0.13920625
-0.9905489,-0.99163749,-0.92882477,-0.99435352,-0.057329273,-0.061666301,-0.06780555,-0.98753019,-0.99204109,-0.98930677,-0.99512715,-0.99993594,-0.91009823,-0.99426613,0.12305001
-0.99284248,-0.99435077,-0.92882477,-0.99572882,-0.049378026,-0.061666301,-0.044119252,-0.99026812,-0.99415938,-0.99117286,-0.99739432,-0.9999641,-0.94213295,-0.99773978,0.11762606
-0.99606527,-0.99655925,-0.93913971,-0.99646481,-0.066365361,-0.069617484,-0.046643973,-0.99450783,-0.99688522,-0.99537907,-0.99767539,-0.9999797,-0.93810715,-0.99773953,0.12918342
-0.99559136,-0.99640661,-0.93913971,-0.99670198,-0.062216889,-0.059075241,-0.046643973,-0.99380631,-0.99653761,-0.99520058,-0.99764177,-0.99997611,-0.91796244,-0.99639319,0.12635964
-0.99566131,-0.99641354,-0.9400903,-0.99688651,-0.040860905,-0.053561585,-0.040444373,-0.99430949,-0.99632334,-0.99482539,-0.99789105,-0.99997658,-0.93348546,-0.99747188,0.11182506
-0.99708911,-0.99757837,-0.94269767,-0.99763457,-0.041161332,-0.053561585,-0.035038414,-0.99603009,-0.99763266,-0.99649985,-0.99873691,-0.99998786,-0.95693829,-0.99879772,0.11203116
-0.99407459,-0.99590422,-0.9458856,-0.99687401,-0.058261952,-0.06542776,-0.038695459,-0.99371733,-0.99412587,-0.99322974,-0.99655579,-0.99995551,-0.95407266,-0.99852971,0.12366982
-0.86741484,-0.86316261,-0.92507592,-0.84597644,0.4349024,0.53961454,-0.034303863,-0.90063638,-0.85599574,-0.89905704,-0.84751478,-0.98989005,-0.23018027,-0.65473572,-0.23565836
-0.97145753,-0.97484575,-0.92507592,-0.98093732,0.54131783,0.53961454,0.52683737,-0.97575217,-0.96961965,-0.97602114,-0.96635658,-0.99944942,-0.88098121,-0.99184675,-0.31542832
-0.98879545,-0.98919504,-0.92807432,-0.99040964,0.51623839,0.4960805,0.52683737,-0.99298652,-0.9870469,-0.99252979,-0.98381465,-0.9998828,-0.98232407,-0.99967596,-0.30105868
-0.99362594,-0.99364452,-0.94152618,-0.99280162,0.5193334,0.48180549,0.52845587,-0.99477512,-0.9929737,-0.99486763,-0.99109559,-0.99995329,-0.98841022,-0.99983009,-0.30217881
-0.99576297,-0.99608761,-0.94258741,-0.99536571,0.5208012,0.48180549,0.53883806,-0.99516578,-0.99597329,-0.99485686,-0.99608326,-0.99997787,-0.99145548,-0.99987681,-0.30315914
-0.9877009,-0.99129024,-0.93679773,-0.99384352,0.52106047,0.48105335,0.53883806,-0.9851401,-0.98883079,-0.98531933,-0.99133188,-0.99988108,-0.95053246,-0.99776555,-0.30366644
-0.98013229,-0.9812281,-0.93092106,-0.98261583,0.52395614,0.48904635,0.54062909,-0.97877267,-0.98057108,-0.98036974,-0.97923889,-0.99973736,-0.95518287,-0.99783609,-0.30625588
-0.97416506,-0.97791205,-0.89065819,-0.98179195,0.52780049,0.48917798,0.5407095,-0.96583914,-0.97829752,-0.96996755,-0.98585497,-0.99961332,-0.9608465,-0.99817692,-0.30975566
-0.97652868,-0.98007445,-0.89065819,-0.98291607,0.52859125,0.48917798,0.54388907,-0.96865787,-0.98047654,-0.97136929,-0.9910769,-0.99968742,-0.95777262,-0.99815797,-0.31056006
-0.98836705,-0.98934201,-0.92859305,-0.9894389,0.52659204,0.48739643,0.54350087,-0.98673385,-0.98900674,-0.98723988,-0.99145187,-0.99989275,-0.97270544,-0.99918893,-0.30866739
-0.99453916,-0.99484704,-0.93768899,-0.99443572,0.52727983,0.48937486,0.54350087,-0.99372765,-0.99484159,-0.99413754,-0.99534871,-0.99996645,-0.98348234,-0.99970651,-0.30896035
-0.99115995,-0.99151247,-0.93523718,-0.99155679,0.53010981,0.49038704,0.54675767,-0.99242964,-0.99045721,-0.99251268,-0.98839326,-0.99992404,-0.98871666,-0.99984845,-0.31136044
-0.99196469,-0.9925132,-0.93523718,-0.99376517,0.53034542,0.49038704,0.54775381,-0.99302841,-0.99134745,-0.99340179,-0.98920034,-0.99993281,-0.98545949,-0.9997851,-0.31175892
-0.99281514,-0.99300265,-0.93836837,-0.99341722,0.5305411,0.49065423,0.54775381,-0.99373444,-0.99226005,-0.9930018,-0.99062581,-0.9999459,-0.98596835,-0.9997403,-0.31188042
-0.90886667,-0.92837522,-0.8467033,-0.97065694,-0.052809226,-0.001219933,-0.11352652,-0.88618803,-0.91949594,-0.89991337,-0.93668659,-0.99606198,-0.28886823,-0.70904392,0.12012255
-0.97811223,-0.97844245,-0.91088494,-0.97901845,0.007207606,-0.001219933,-0.034851962,-0.97923768,-0.9774676,-0.98009267,-0.97486182,-0.9996813,-0.91392993,-0.9956962,0.078952079
-0.98588594,-0.98848629,-0.918826,-0.99080896,-0.004556611,-0.001794938,-0.003848575,-0.98152351,-0.98802498,-0.98124075,-0.99356238,-0.99989163,-0.94629982,-0.99720361,0.08706678
-0.98541653,-0.98795029,-0.918826,-0.9909549,-0.030769887,-0.033672527,-0.019449675,-0.9816491,-0.98717962,-0.98155684,-0.992272,-0.99987965,-0.95486722,-0.99778153,0.10494268
-0.99321393,-0.99430584,-0.94055107,-0.99522276,-0.04117392,-0.057953147,-0.020429172,-0.99082599,-0.99442692,-0.99177912,-0.99703354,-0.99995582,-0.95012762,-0.99815892,0.11203465
-0.99432643,-0.99524171,-0.93895048,-0.99613319,-0.032857951,-0.046403436,-0.020429172,-0.99153289,-0.99589992,-0.99313454,-0.99793365,-0.99997547,-0.94971029,-0.99831221,0.10636414
-0.99040026,-0.99184603,-0.93671665,-0.99463001,-0.021775946,-0.046176247,-0.00369873,-0.98661124,-0.99239285,-0.98889731,-0.99608166,-0.99993736,-0.95306481,-0.99796853,0.098809961
-0.97306186,-0.97791932,-0.89796028,-0.98310802,-0.017489734,-0.02161405,0.003818758,-0.96389337,-0.97767864,-0.96892762,-0.98720614,-0.99968831,-0.89383605,-0.99269199,0.095886412
-0.96498737,-0.96946379,-0.89796028,-0.97728007,0.012865033,0.041512325,0.003818758,-0.95446083,-0.9701231,-0.95892071,-0.98206417,-0.99949408,-0.92555846,-0.99552218,0.07513007
-0.94909151,-0.95939084,-0.82442467,-0.97296371,0.057853714,0.052963808,0.033720317,-0.92785167,-0.96043345,-0.9437568,-0.97717028,-0.99872179,-0.75400288,-0.96495749,0.044260645
-0.94090227,-0.95085816,-0.82398957,-0.9658931,0.04765106,0.052963808,0.035441347,-0.93145528,-0.94499515,-0.9307799,-0.96455413,-0.99805538,-0.75163791,-0.96432549,0.051211628
-0.95888194,-0.96901195,-0.82398957,-0.98208994,0.013966913,0.022532684,0.028031181,-0.93290471,-0.97550629,-0.9660744,-0.98393026,-0.99930462,-0.89123823,-0.99213616,0.074346983
-0.41160194,-0.43194861,-0.85265886,-0.53333347,0.92433509,0.93780602,0.72432124,-0.47434129,-0.38842451,-0.48043007,-0.38010172,-0.81131061,-0.086485482,-0.51926815,-0.83435216
-0.93810544,-0.93908421,-0.85265886,-0.94231489,0.97409271,0.93780602,0.97276926,-0.95685704,-0.93163906,-0.94785732,-0.92639491,-0.99766849,-0.89772295,-0.99383999,-0.88124271
-0.97900489,-0.98158353,-0.92128385,-0.98608394,0.9632481,0.91944907,0.97276926,-0.98253301,-0.97744904,-0.97925426,-0.97691692,-0.99967052,-0.98718387,-0.99973573,-0.87585863
-0.97783861,-0.98126913,-0.92568572,-0.98515878,0.96465772,0.91318055,0.97332163,-0.97557235,-0.97869487,-0.97322998,-0.98398116,-0.9996426,-0.95070428,-0.99781974,-0.87793533
-0.96452893,-0.97122924,-0.88868507,-0.98099919,0.9655983,0.91318055,0.97723863,-0.95636379,-0.96828149,-0.95558978,-0.98180366,-0.99936301,-0.93023274,-0.99508388,-0.87868788
-0.97187924,-0.97758542,-0.88868507,-0.9852013,0.96596622,0.91415769,0.97723863,-0.96225447,-0.97673438,-0.96368116,-0.98894353,-0.99964213,-0.92973144,-0.99556829,-0.88044387
-0.99080131,-0.99213034,-0.93348991,-0.99431879,0.96645764,0.91415769,0.97799887,-0.98956087,-0.9912687,-0.98995687,-0.99358943,-0.99991459,-0.98292281,-0.99956369,-0.88247793
-0.99121613,-0.99161825,-0.93622375,-0.99137835,0.96584315,0.91377692,0.97797233,-0.99218109,-0.9906403,-0.99247769,-0.98859076,-0.9999242,-0.9933089,-0.99990236,-0.88163618
-0.99128142,-0.99267144,-0.93777619,-0.99514236,0.96602445,0.91362189,0.97797233,-0.99085404,-0.99134013,-0.99106278,-0.99221726,-0.99992838,-0.99198805,-0.9998728,-0.88185554
-0.9874237,-0.98744268,-0.93777619,-0.98655524,0.9666984,0.91499053,0.97869269,-0.99115431,-0.98581701,-0.99088085,-0.9827751,-0.99986263,-0.98825027,-0.99981342,-0.88232945
-0.98813605,-0.98933328,-0.93963608,-0.98963214,0.96735629,0.91519075,0.97869269,-0.9908814,-0.98686974,-0.99011993,-0.98479613,-0.99987097,-0.98584772,-0.99973703,-0.88320998
-0.98098395,-0.98681429,-0.91792868,-0.99110679,0.96747275,0.91519075,0.97936092,-0.97637217,-0.98311468,-0.97430853,-0.99157435,-0.99981782,-0.93599682,-0.9962813,-0.88494441
-0.65890002,-0.70050915,-0.87513623,-0.84810782,0.95461863,0.94614136,0.79284315,-0.66618969,-0.65586139,-0.69274148,-0.66562608,-0.93707009,-0.49931721,-0.84496813,-0.85824115
-0.95148563,-0.95182298,-0.87513623,-0.95259239,0.96809666,0.94614136,0.96577343,-0.96939318,-0.94547693,-0.96280385,-0.94342543,-0.99849339,-0.91260791,-0.99525821,-0.8527201
-0.98773218,-0.98871194,-0.92904899,-0.9891385,0.95761987,0.90942132,0.96577343,-0.9904298,-0.98648228,-0.98966716,-0.98468195,-0.9998639,-0.98578848,-0.99975771,-0.85227927
-0.99127823,-0.99185065,-0.93514856,-0.9922083,0.96120383,0.90942721,0.96995333,-0.99325981,-0.99029433,-0.99316739,-0.98803567,-0.99992148,-0.99271964,-0.99991844,-0.85544114
-0.99493341,-0.99555717,-0.93514856,-0.99575118,0.96128025,0.90942721,0.973501,-0.99447392,-0.99505077,-0.99462473,-0.99464864,-0.99996821,-0.99427099,-0.99992596,-0.8560099
-0.99444718,-0.99540826,-0.9380521,-0.99618918,0.9607836,0.90805929,0.97341734,-0.99289509,-0.99518225,-0.99355418,-0.99598004,-0.99996519,-0.99605944,-0.99993807,-0.8568176
-0.99423188,-0.99503612,-0.93816087,-0.99575767,0.96108701,0.90852979,0.97341734,-0.99371515,-0.99436881,-0.99355011,-0.99450649,-0.99995688,-0.99636394,-0.99993949,-0.8568177
-0.99457408,-0.99504833,-0.93893867,-0.99503101,0.96120262,0.90852979,0.97349028,-0.99425563,-0.99461171,-0.9935443,-0.99673315,-0.99996082,-0.99723799,-0.99996208,-0.85695492
-0.99316013,-0.99376047,-0.93635201,-0.99403506,0.96129205,0.90886777,0.97349028,-0.99327523,-0.9929696,-0.99307721,-0.99231405,-0.99994693,-0.99645935,-0.99996717,-0.85789595
-0.99324702,-0.9935433,-0.93635201,-0.99370331,0.9619275,0.9093943,0.97364064,-0.99467519,-0.99247972,-0.99356735,-0.99133025,-0.99994625,-0.99652268,-0.99996423,-0.85873599
-0.99524736,-0.99558604,-0.94176412,-0.99554797,0.96182382,0.9093943,0.97359808,-0.99531091,-0.99509754,-0.9943837,-0.99571962,-0.99997154,-0.99689211,-0.99996089,-0.85936244
-0.99529507,-0.99559079,-0.93880481,-0.99499426,0.96132658,0.90919943,0.97359808,-0.99399727,-0.99590686,-0.99377011,-0.99736387,-0.99997509,-0.99632563,-0.999939,-0.85927675
-0.4540539,-0.46316473,-0.29509147,-0.45014173,-0.066111371,-0.07105257,-0.054512283,-0.49756527,-0.43768658,-0.43562197,-0.50065006,-0.85841568,-0.6369274,-0.88292884,0.12894191
-0.41761206,-0.42552411,-0.29509147,-0.46618096,-0.061999323,-0.075406983,-0.054512283,-0.4241934,-0.41493811,-0.38975437,-0.479117,-0.84645087,-0.63391825,-0.88992549,0.12626557
-0.42974974,-0.44257591,-0.37467853,-0.50084419,-0.053605241,-0.075406983,-0.030268359,-0.40720924,-0.43879322,-0.42482756,-0.45110958,-0.84858835,-0.68352084,-0.89867696,0.12055331
-0.40943727,-0.42517184,-0.37903272,-0.48752933,-0.059636907,-0.077891577,-0.041550485,-0.39924164,-0.41342031,-0.35407843,-0.43032286,-0.83833701,-0.64141938,-0.87267156,0.12467737
-0.3834696,-0.39745291,-0.3037862,-0.43795913,-0.065139038,-0.084131622,-0.041896699,-0.38698726,-0.38199891,-0.379012,-0.39209291,-0.82721654,-0.62968933,-0.86973992,0.12849425
-0.42428414,-0.44537651,-0.3037862,-0.49594568,-0.065129619,-0.087408685,-0.041896699,-0.48109021,-0.40323351,-0.45453755,-0.41485321,-0.84605609,-0.67099504,-0.90093831,0.12844944
-0.47383069,-0.50572304,-0.29076706,-0.57068798,-0.062802664,-0.085550988,-0.039161042,-0.49950106,-0.46392218,-0.48551843,-0.47232062,-0.86981724,-0.68488337,-0.91238277,0.1268051
-0.46879497,-0.49868316,-0.29076706,-0.57584823,-0.060723529,-0.077767923,-0.037346816,-0.47763466,-0.46523777,-0.47650993,-0.49382213,-0.86347434,-0.6849601,-0.91144444,0.12544405
-0.44143529,-0.45777855,-0.20859939,-0.48207298,-0.05159613,-0.06478392,-0.037346816,-0.44116111,-0.44144423,-0.43187146,-0.44136573,-0.8474851,-0.67953014,-0.89767308,0.11928091
-0.40747848,-0.42122572,-0.20859939,-0.45050474,-0.050589251,-0.06478392,-0.034379877,-0.42937226,-0.39895181,-0.41656081,-0.41079914,-0.83773249,-0.69607289,-0.89873239,0.11853642
-0.41781951,-0.4360703,-0.28224579,-0.45914914,-0.06058179,-0.073821409,-0.03723015,-0.41907481,-0.41722732,-0.40432924,-0.44394177,-0.85117147,-0.68652555,-0.90258288,0.12529167
-0.43278017,-0.44952129,-0.38305454,-0.48080777,-0.05847688,-0.071550252,-0.03723015,-0.45681124,-0.4234638,-0.45277844,-0.43574155,-0.85137233,-0.66522018,-0.89979365,0.12389051
-0.38373339,-0.39208541,-0.35431646,-0.40544624,-0.054918624,-0.071550252,-0.042927635,-0.3959036,-0.37890136,-0.38021619,-0.41529767,-0.83195486,-0.68054096,-0.88921465,0.1214965
-0.40129463,-0.42599808,-0.23866725,-0.47797558,-0.064158444,-0.073590974,-0.046883705,-0.42746781,-0.39117137,-0.38950323,-0.42105309,-0.84377762,-0.66139016,-0.88631507,0.12782088
-0.5233524,-0.56398056,-0.23866725,-0.64626202,-0.060402397,-0.057899691,-0.046883705,-0.45481597,-0.55318043,-0.47246986,-0.59460836,-0.90023957,-0.67533354,-0.89298311,0.12516693
-0.44272372,-0.47712633,-0.19371192,-0.49788127,-0.042662617,-0.037747834,-0.051568868,-0.44379167,-0.44220439,-0.45635746,-0.44525613,-0.85054834,-0.53389736,-0.82788829,0.11299863
-0.36553942,-0.38040627,-0.19371192,-0.39704234,-0.063024324,-0.053458955,-0.051568868,-0.40444309,-0.35073703,-0.36331744,-0.35826314,-0.8153948,-0.64938402,-0.87490571,0.12682593
-0.33225558,-0.34316111,-0.17960985,-0.33895127,-0.058788228,-0.074405593,-0.051304112,-0.33661002,-0.33046852,-0.30015389,-0.35468279,-0.79882336,-0.61199907,-0.84263708,0.12399998
-0.39507346,-0.4177565,-0.17960985,-0.44903481,-0.052063993,-0.074405593,-0.027962854,-0.38799868,-0.39779688,-0.39905584,-0.39036758,-0.83316171,-0.60234141,-0.83887066,0.11944898
-0.38590661,-0.41520229,-0.073342395,-0.44559584,-0.051491938,-0.074577966,-0.026623187,-0.38482914,-0.38624491,-0.35090617,-0.43181233,-0.83243223,-0.57475151,-0.83439896,0.11909736
-0.3217303,-0.34943587,-0.073342395,-0.36227781,-0.054432724,-0.075549026,-0.033776136,-0.3175677,-0.32330599,-0.29279552,-0.39056239,-0.80169472,-0.57745977,-0.83899352,0.12102826
-0.39686017,-0.41846546,-0.11540095,-0.44634951,-0.058782186,-0.079835352,-0.035165741,-0.38950602,-0.3996998,-0.37534907,-0.43389541,-0.83688445,-0.66641472,-0.87756913,0.12394757
-0.42693252,-0.44839499,-0.2066272,-0.45813469,-0.056584355,-0.075268539,-0.035165741,-0.40761053,-0.43463414,-0.43351456,-0.44615081,-0.84589481,-0.6497446,-0.88396602,0.12262302
-0.36110256,-0.37124272,-0.2066272,-0.39614398,-0.05712091,-0.075268539,-0.03966993,-0.34574581,-0.36718289,-0.34121301,-0.37955556,-0.81801697,-0.60993885,-0.85021491,0.12307567
-0.35963999,-0.36828977,-0.20944412,-0.41476122,-0.06315817,-0.07869016,-0.03966993,-0.33993643,-0.36749381,-0.35101357,-0.37274319,-0.82162435,-0.62925648,-0.859363,0.12707815
-0.3931133,-0.4101282,-0.20944412,-0.44121066,-0.062147802,-0.078399999,-0.039627107,-0.37254401,-0.40133648,-0.3695055,-0.40533229,-0.82820402,-0.67162038,-0.89262103,0.12640157
-0.41294117,-0.4279595,-0.2395908,-0.44967512,-0.055491998,-0.075575135,-0.034957356,-0.4069233,-0.41523891,-0.41004813,-0.39942536,-0.83256327,-0.5776851,-0.85018754,0.12194634
-0.40977094,-0.43619292,-0.20211219,-0.46305888,-0.05616967,-0.075575135,-0.04118093,-0.45683698,-0.39209054,-0.44174884,-0.39446144,-0.83882875,-0.56985676,-0.84750746,0.12239034
-0.44000287,-0.4830242,-0.20211219,-0.55175241,-0.063946801,-0.081487745,-0.041803641,-0.39586466,-0.45826021,-0.4276373,-0.47898618,-0.85893101,-0.70978883,-0.89867924,0.12751655
0.094658875,0.026364261,0.40608629,-0.070754462,-0.045891404,-0.05882222,-0.030233223,-0.008467868,0.13276107,0.14277867,-0.11365242,-0.36676878,-0.15689519,-0.4839822,0.11561211
0.11825653,0.087821244,0.40608629,0.070877803,-0.032268639,-0.031133122,-0.030149699,-0.090536627,0.19056387,-0.009460735,0.21389238,-0.32782774,-0.19666467,-0.53221911,0.10608191
0.052183778,0.026870168,0.3367909,-0.047660501,-0.010230302,-0.022728634,-0.004784039,0.059624631,0.049279342,0.13488589,-0.21682446,-0.41288664,-0.1535289,-0.44898441,0.090898995
0.003981753,-0.043381302,0.3367909,-0.22707764,-0.021743096,-0.022728634,-0.018432785,-0.1171173,0.047911087,0.027497568,-0.006405145,-0.46449135,-0.17852105,-0.47465724,0.098802971
-0.10110091,-0.14852166,0.32652047,-0.27942153,-0.02158798,-0.0149668,-0.018432785,-0.1746659,-0.073656872,-0.16209692,-0.071366831,-0.57785247,-0.38968758,-0.65269895,0.098717126
-0.007415627,-0.049039388,0.32652047,-0.19983232,-0.002194274,-0.014948919,-0.00076776,-0.19943672,0.058816065,-0.098832278,0.022998759,-0.47130555,-0.27740726,-0.59967208,0.085225182
0.19698249,0.16603019,0.57514721,0.075313584,-0.017060038,-0.014948919,-0.011650424,0.077265706,0.24104396,0.074873495,0.20669239,-0.24385442,-0.19290138,-0.47390067,0.095578774
0.29854067,0.2479554,0.57514721,0.18790957,-0.026155577,-0.040624107,-0.011650424,-0.014017766,0.40271926,-0.016422976,0.54522347,-0.097791089,-0.036001162,-0.33876899,0.10191626
0.20315241,0.1372642,0.47873907,0.059703401,-0.054506844,-0.062550875,-0.04421686,0.024498712,0.2666541,0.11815162,0.28082553,-0.22738793,-0.089584531,-0.390687,0.12164643
0.089771141,0.009902194,0.47873907,-0.087005675,-0.034586724,-0.045774549,-0.023962702,-0.15402319,0.17207845,-0.049671435,0.2110957,-0.36251644,-0.095674698,-0.44915153,0.10771309
0.034057343,-0.046972522,0.26251096,-0.20959228,-0.022763275,-0.038460603,-0.01283578,0.12981467,-0.00602203,0.00140308,-0.10976536,-0.46717277,-0.19514326,-0.46785378,0.099507974
0.13858323,0.052707328,0.38776919,-0.048674156,-0.035155535,-0.038460603,-0.028055169,0.19093086,0.11727542,0.25298964,-0.057082801,-0.31849578,-0.12154424,-0.40108413,0.10807241
0.10222449,0.038317246,0.38776919,-0.041197505,-0.038275978,-0.040387843,-0.028055169,0.18455937,0.068169755,0.10031647,0.055171698,-0.3825133,-0.16687526,-0.41761815,0.11022277
0.14770509,0.093307301,0.44636736,-0.064581693,-0.046450643,-0.040387843,-0.045171132,0.06701126,0.17801338,0.17272718,0.085060793,-0.2956283,-0.11725667,-0.40500188,0.11589438
0.34027627,0.31044758,0.47879337,0.32415251,-0.056075267,-0.062849853,-0.045171132,0.059519773,0.43589555,0.14807699,0.49004953,-0.034923175,-0.011875469,-0.34101944,0.12278015
0.24876359,0.2076551,0.35373496,0.082617898,-0.043918662,-0.052599569,-0.033665876,-0.041202546,0.34600054,0.035585901,0.44862456,-0.17645261,-0.076132925,-0.39509125,0.11418887
0.19052842,0.11121803,0.35373496,-0.046639197,-0.026052782,-0.033486024,-0.020841795,-0.056825286,0.27492581,-0.017221975,0.32586241,-0.24652678,-0.043141768,-0.37954185,0.10178324
0.092684167,0.006003881,0.35986457,-0.12422778,-0.01523931,-0.0273673,-0.01181488,0.18270963,0.055143749,0.11241484,-0.10466812,-0.39349471,-0.15163144,-0.41372763,0.094341785
0.13629511,0.068032709,0.35986457,-0.002662594,-0.033747968,-0.0273673,-0.035431136,0.1577325,0.12775753,0.12446232,0.070661157,-0.33262709,-0.20051776,-0.45485156,0.10708586
0.12649806,0.059510216,0.32550714,-0.070372719,-0.044096615,-0.049611455,-0.035431136,0.091593778,0.13995583,0.24426858,-0.050766958,-0.31991047,-0.18269644,-0.52737516,0.11421708
0.16287063,0.10744834,0.32550714,-0.055694264,-0.036571414,-0.04057465,-0.02442885,0.10139659,0.18625362,0.054054777,0.25248967,-0.29578292,-0.18110856,-0.47376294,0.10896911
0.2241148,0.16415419,0.38454812,0.13040262,-0.024769733,-0.028309432,-0.02442885,0.023358437,0.29471504,-0.011182517,0.38758068,-0.21192784,-0.13272902,-0.39498634,0.10090753
-0.088006229,-0.16737136,0.073459685,-0.36777074,-0.16894739,-0.12108342,-0.20967189,-0.15015586,-0.064564841,-0.067386875,-0.16510271,-0.56275531,-0.2128378,-0.60588406,0.19792895
-0.17180498,-0.25602221,-0.084805111,-0.43367324,-0.22406132,-0.19426955,-0.20967189,-0.27611273,-0.13404787,-0.13056231,-0.26098517,-0.63215889,-0.30766057,-0.70537339,0.23626287
-0.1813962,-0.28587013,0.002409674,-0.53485677,-0.21948289,-0.23014575,-0.20897519,-0.33771261,-0.12728767,-0.37139604,-0.053673002,-0.64216588,-0.30236749,-0.70136442,0.23455777
-0.17844083,-0.28015446,0.002409674,-0.54651462,-0.20974691,-0.22799234,-0.18549995,-0.37328642,-0.11317167,-0.24563609,-0.09637408,-0.63808839,-0.34075001,-0.71384677,0.22769862
